Crop,LMOD Template,Cover Crop,change name,Yield Adjusted,Land Use - Fieldprint,Energy Use - Total Energy,Energy Use - Fieldprint,Energy Use - Application - Fieldprint,Energy Use - Management - Fieldprint,Energy Use - Manure Loading - Fieldprint,Energy Use - Post Harvest - Fieldprint,Energy Use - Seed - Fieldprint,Energy Use - Transportation - Fieldprint,Greenhouse Gas - Total Greenhouse,Greenhouse Gas - Fieldprint,Greenhouse Gas - Application - Fieldprint,Greenhouse Gas - Irrigation - Fieldprint,Greenhouse Gas - Management - Fieldprint,Greenhouse Gas - Manure Loading - Fieldprint,Greenhouse Gas - Post Harvest - Fieldprint,Greenhouse Gas - Residue Burning - Fieldprint,Greenhouse Gas - Rice - Fieldprint,Greenhouse Gas - Seed - Fieldprint,Greenhouse Gas - Transportation - Fieldprint,Greenhouse Gas - Nitrous Oxide - Fieldprint,Soil Conservation - Fieldprint,Soil Conservation - Water Fieldprint,Soil Conservation - Wind Fieldprint,Soil Carbon - Fieldprint,Water Quality - Fieldprint,Water Quality - Field,Water Quality - Nutrient,Water Quality - Pest,Water Quality - Tillage,Biodiversity - Fieldprint,Nitrogen,Phosphorus,Potassium,changes
Wheat spring,FTM Region 12 - Wheat spring - No till - Cover Crop,True,residue_burning__false,117.0,0.00854701,7720817.84540243,65989.89611455,53891.25910328,3257.21003479,5182.38584099,975.0,1478.68221639,1205.3589191,2366.93248603,20.23019219,6.25076387,0.0,0.53389175,0.84945299,0.26002731,0.0,0.0,0.39551392,0.19757129,11.74297106,0.0005,0.0005,0.0,0.759,8.29882812,8.0,3.25,2.0,10,0.86137566,157.0,33.0,8.0,"[{'path': 'cropyear.greenhouse.residue_burning', 'value': False}]"
Wheat spring,FTM Region 12 - Wheat spring - Reduced Tillage - Cover Crop,True,residue_burning__false,117.0,0.00854701,7751909.3957345,66255.63586098,53891.25910328,3522.94978122,5182.38584099,975.0,1478.68221639,1205.3589191,2372.02872541,20.27374979,6.25076387,0.0,0.57744935,0.84945299,0.26002731,0.0,0.0,0.39551392,0.19757129,11.74297106,0.0003,0.0003,0.0,0.429,8.12236328,7.9375,3.25,2.0,7.5,0.82433862,157.0,33.0,8.0,"[{'path': 'cropyear.greenhouse.residue_burning', 'value': False}]"
Barley,FTM Region 12 - Barley - No till,False,crop_rotation_practice__crop_to_fallow,112.0,0.00892857,5249971.64716565,46874.74684969,34173.44378431,2713.90105577,5413.74235174,2088.0,1526.29235491,959.36730296,1971.10120422,17.59911789,3.23354963,0.0,0.44483756,0.887375,0.39589886,2.69424336,0.0,0.37538287,0.15725062,9.41058,0.0004,0.0004,0.0,0.538,8.29882812,8.0,3.25,2.0,10,0.80529101,72.0,11.0,10.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '1'}]"
Barley,FTM Region 12 - Barley - Reduced Tillage - Cover Crop,True,crop_rotation_practice__crop_to_fallow,112.0,0.00892857,5502997.6448681,49133.90754347,34173.44378431,4973.06174954,5413.74235174,2088.0,1526.29235491,959.36730296,2012.5748857,17.96941862,3.23354963,0.0,0.81513829,0.887375,0.39589886,2.69424336,0.0,0.37538287,0.15725062,9.41058,1.85588648,0.0006,1.85528648,-0.001,7.50791016,7.6875,3.25,2.0,5,0.85714286,72.0,11.0,10.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '1'}]"
Barley,FTM Region 12 - Barley - Reduced Tillage,False,crop_rotation_practice__crop_to_fallow,112.0,0.00892857,5486859.64969573,48989.81830085,34173.44378431,4828.97250693,5413.74235174,2088.0,1526.29235491,959.36730296,2009.92969478,17.94580085,3.23354963,0.0,0.79152051,0.887375,0.39589886,2.69424336,0.0,0.37538287,0.15725062,9.41058,2.20983551,0.0008,2.20903551,-0.05,7.50791016,7.6875,3.25,2.0,5,0.76825397,72.0,11.0,10.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '1'}]"
Barley,FTM Region 12 - Barley - Conventional Tillage - Cover Crop,True,crop_rotation_practice__crop_to_fallow,112.0,0.00892857,5790816.56794214,51703.71935663,34173.44378431,7542.8735627,5413.74235174,2088.0,1526.29235491,959.36730296,2059.75150173,18.39063841,3.23354963,0.0,1.23635808,0.887375,0.39589886,2.69424336,0.0,0.37538287,0.15725062,9.41058,10.57163824,0.0011,10.57053824,-0.996,6.90292969,7.625,3.25,2.0,2,0.82010582,72.0,11.0,10.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '1'}]"
Barley,FTM Region 12 - Barley - Conventional Tillage,False,crop_rotation_practice__crop_to_fallow,112.0,0.00892857,5774678.57276978,51559.63011402,34173.44378431,7398.78432009,5413.74235174,2088.0,1526.29235491,959.36730296,2057.10631081,18.36702063,3.23354963,0.0,1.2127403,0.887375,0.39589886,2.69424336,0.0,0.37538287,0.15725062,9.41058,11.50570369,0.0015,11.50420369,-1.0,6.90292969,7.625,3.25,2.0,2,0.73121693,72.0,11.0,10.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '1'}]"
Barley,FTM Region 12 - Barley - No till - Cover Crop,True,crop_rotation_practice__crop_to_fallow,112.0,0.00892857,5310970.30781715,47419.37774837,34173.44378431,3258.53195445,5413.74235174,2088.0,1526.29235491,959.36730296,1981.09954054,17.68838875,3.23354963,0.0,0.53410842,0.887375,0.39589886,2.69424336,0.0,0.37538287,0.15725062,9.41058,0.0005,0.0005,0.0,0.522,8.28613281,7.875,3.25,2.0,10,0.89417989,72.0,11.0,10.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '1'}]"
Corn silage,FTM Region 12 - Corn silage - Conventional Tillage,False,crop_rotation_practice__crop_to_fallow,25.0,0.04,7918796.58723945,316751.86348958,225184.72092465,28207.43890127,24253.56573581,0.0,155.82542784,38950.3125,4643.18263885,185.72730555,25.76676356,0.0,4.62350251,3.97544,0.0,95.0,0.0,0.05227912,6.384375,49.92494536,5.82916877,0.0077,5.82146877,-0.61,6.61289063,7.0,3.25,2.0,2,0.73121693,127.0,11.0,1.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '1'}]"
Corn silage,FTM Region 12 - Corn silage - Reduced Tillage,False,crop_rotation_practice__crop_to_fallow,25.0,0.04,7769261.03564234,310770.44142569,225184.72092465,22226.01683738,24253.56573581,0.0,155.82542784,38950.3125,4618.67215419,184.74688617,25.76676356,0.0,3.64308313,3.97544,0.0,95.0,0.0,0.05227912,6.384375,49.92494536,10.00319052,0.009,9.99419052,-0.711,7.35429688,7.0,3.25,2.0,5,0.76825397,127.0,11.0,1.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '1'}]"
Corn silage,FTM Region 12 - Corn silage - No till,False,crop_rotation_practice__crop_to_fallow,25.0,0.04,7583600.06365939,303344.00254638,225184.72092465,14799.57795807,24253.56573581,0.0,155.82542784,38950.3125,4588.24032471,183.52961299,25.76676356,0.0,2.42580995,3.97544,0.0,95.0,0.0,0.05227912,6.384375,49.92494536,31.9360986,0.0059,31.9301986,-1.0,8.19091797,6.9375,3.25,2.0,10,0.80529101,127.0,11.0,1.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '1'}]"
Potatoes,FTM Region 12 - Potatoes - Conventional Tillage,False,crop_rotation_practice__crop_to_fallow,350.0,0.00285714,13495062.16994272,38557.32048555,26390.90591195,3082.92814721,1732.39755256,0.0,5413.16692186,1937.92195197,6196.5710563,17.70448873,3.47912082,0.0,0.50532507,0.28396,0.0,8.0,0.0,1.06744899,0.31764624,4.05098761,2.26923581,0.0089,2.26033581,-0.792,6.58388672,6.9375,3.25,2.0,2,0.73121693,200.0,120.0,100.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '1'}]"
Potatoes,FTM Region 12 - Potatoes - Reduced Tillage,False,crop_rotation_practice__crop_to_fallow,350.0,0.00285714,13149797.90625513,37570.85116073,26390.90591195,2096.45882239,1732.39755256,0.0,5413.16692186,1937.92195197,6139.97853131,17.5427958,3.47912082,0.0,0.34363214,0.28396,0.0,8.0,0.0,1.06744899,0.31764624,4.05098761,1.96198708,0.0041,1.95788708,-0.376,6.58388672,6.9375,3.25,2.0,2,0.76825397,200.0,120.0,100.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '1'}]"
Potatoes,FTM Region 12 - Potatoes - No till,False,crop_rotation_practice__crop_to_fallow,350.0,0.00285714,12912909.90372505,36894.02829636,26390.90591195,1419.63595802,1732.39755256,0.0,5413.16692186,1937.92195197,6101.15004075,17.43185726,3.47912082,0.0,0.2326936,0.28396,0.0,8.0,0.0,1.06744899,0.31764624,4.05098761,2.81653379,0.0084,2.80813379,-0.162,7.89892578,6.9375,3.25,2.0,7.5,0.80529101,200.0,120.0,100.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '1'}]"
Wheat spring,FTM Region 12 - Wheat spring - Conventional Tillage,False,crop_rotation_practice__crop_to_fallow,117.0,0.00854701,8028624.19368995,68620.71960419,53891.25910328,5888.03352443,5182.38584099,975.0,1478.68221639,1205.3589191,2708.53464304,23.14986874,6.25076387,0.0,0.965112,0.84945299,0.26002731,2.4884563,0.0,0.39551392,0.19757129,11.74297106,12.00333182,0.0004,12.00293182,-1.0,6.78691406,7.375,3.25,2.0,2,0.73121693,157.0,33.0,8.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '1'}]"
Wheat spring,FTM Region 12 - Wheat spring - Reduced Tillage,False,crop_rotation_practice__crop_to_fallow,117.0,0.00854701,7735771.40056214,66117.70427831,53891.25910328,3385.01819855,5182.38584099,975.0,1478.68221639,1205.3589191,2660.53292159,22.73959762,6.25076387,0.0,0.55484088,0.84945299,0.26002731,2.4884563,0.0,0.39551392,0.19757129,11.74297106,0.03777152,0.0003,0.03747152,0.37,8.10839844,7.875,3.25,2.0,7.5,0.76825397,157.0,33.0,8.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '1'}]"
Wheat spring,FTM Region 12 - Wheat spring - No till,False,crop_rotation_practice__crop_to_fallow,117.0,0.00854701,7675957.1799233,65606.47162328,53891.25910328,2873.78554351,5182.38584099,975.0,1478.68221639,1205.3589191,2650.72872773,22.65580109,6.25076387,0.0,0.47104435,0.84945299,0.26002731,2.4884563,0.0,0.39551392,0.19757129,11.74297106,0.0005,0.0005,0.0,0.529,8.29882812,8.0,3.25,2.0,10,0.80529101,157.0,33.0,8.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '1'}]"
Corn silage,FTM Region 12 - Corn silage - Conventional Tillage - Cover Crop,True,crop_rotation_practice__crop_to_fallow,25.0,0.04,7934934.58241182,317397.38329647,225184.72092465,28852.95870816,24253.56573581,0.0,155.82542784,38950.3125,4645.82782977,185.83311319,25.76676356,0.0,4.72931015,3.97544,0.0,95.0,0.0,0.05227912,6.384375,49.92494536,2.76872483,0.0052,2.76352483,-0.299,6.58388672,6.9375,3.25,2.0,2,0.82010582,127.0,11.0,1.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '1'}]"
Corn silage,FTM Region 12 - Corn silage - No till - Cover Crop,True,crop_rotation_practice__crop_to_fallow,25.0,0.04,7628460.72913853,305138.42916554,225184.72092465,16594.00457723,24253.56573581,0.0,155.82542784,38950.3125,4595.59347011,183.8237388,25.76676356,0.0,2.71993576,3.97544,0.0,95.0,0.0,0.05227912,6.384375,49.92494536,0.17680621,0.0064,0.17040621,0.446,7.89892578,6.9375,3.25,2.0,7.5,0.89417989,127.0,11.0,1.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '1'}]"
Corn silage,FTM Region 12 - Corn silage - Reduced Tillage - Cover Crop,True,crop_rotation_practice__crop_to_fallow,25.0,0.04,7785399.0308147,311415.96123259,225184.72092465,22871.53664428,24253.56573581,0.0,155.82542784,38950.3125,4621.31734511,184.8526938,25.76676356,0.0,3.74889076,3.97544,0.0,95.0,0.0,0.05227912,6.384375,49.92494536,1.86713174,0.0056,1.86153174,0.039,7.35429688,7.0,3.25,2.0,5,0.85714286,127.0,11.0,1.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '1'}]"
Potatoes,FTM Region 12 - Potatoes - Conventional Tillage - Cover Crop,True,crop_rotation_practice__crop_to_fallow,350.0,0.00285714,13511200.16511508,38603.42904319,26390.90591195,3129.03670485,1732.39755256,0.0,5413.16692186,1937.92195197,6199.21624722,17.71204642,3.47912082,0.0,0.51288276,0.28396,0.0,8.0,0.0,1.06744899,0.31764624,4.05098761,14.12475025,0.0078,14.11695025,-1.0,6.58388672,6.9375,3.25,2.0,2,0.82010582,200.0,120.0,100.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '1'}]"
Potatoes,FTM Region 12 - Potatoes - No till - Cover Crop,True,crop_rotation_practice__crop_to_fallow,350.0,0.00285714,12957770.56920418,37022.2016263,26390.90591195,1547.80928796,1732.39755256,0.0,5413.16692186,1937.92195197,6108.50318615,17.45286625,3.47912082,0.0,0.25370258,0.28396,0.0,8.0,0.0,1.06744899,0.31764624,4.05098761,26.99249581,0.0072,26.98529581,-1.0,7.89892578,6.9375,3.25,2.0,7.5,0.89417989,200.0,120.0,100.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '1'}]"
Potatoes,FTM Region 12 - Potatoes - Reduced Tillage - Cover Crop,True,crop_rotation_practice__crop_to_fallow,350.0,0.00285714,13165935.90142749,37616.95971836,26390.90591195,2142.56738003,1732.39755256,0.0,5413.16692186,1937.92195197,6142.62372223,17.55035349,3.47912082,0.0,0.35118983,0.28396,0.0,8.0,0.0,1.06744899,0.31764624,4.05098761,15.35710269,0.0027,15.35440269,-1.0,6.58388672,6.9375,3.25,2.0,2,0.85714286,200.0,120.0,100.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '1'}]"
Wheat spring,FTM Region 12 - Wheat spring - Conventional Tillage - Cover Crop,True,crop_rotation_practice__crop_to_fallow,117.0,0.00854701,8044762.18886231,68758.65118686,53891.25910328,6025.9651071,5182.38584099,975.0,1478.68221639,1205.3589191,2711.17983396,23.17247721,6.25076387,0.0,0.98772047,0.84945299,0.26002731,2.4884563,0.0,0.39551392,0.19757129,11.74297106,5.65493128,0.0003,5.65463128,-0.547,6.87392578,7.5625,3.25,2.0,2,0.82010582,157.0,33.0,8.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '1'}]"
Wheat spring,FTM Region 12 - Wheat spring - No till - Cover Crop,True,crop_rotation_practice__crop_to_fallow,117.0,0.00854701,7720817.84540243,65989.89611455,53891.25910328,3257.21003479,5182.38584099,975.0,1478.68221639,1205.3589191,2658.08187313,22.71864849,6.25076387,0.0,0.53389175,0.84945299,0.26002731,2.4884563,0.0,0.39551392,0.19757129,11.74297106,0.0005,0.0005,0.0,0.759,8.29882812,8.0,3.25,2.0,10,0.89417989,157.0,33.0,8.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '1'}]"
Wheat spring,FTM Region 12 - Wheat spring - Reduced Tillage - Cover Crop,True,crop_rotation_practice__crop_to_fallow,117.0,0.00854701,7751909.3957345,66255.63586098,53891.25910328,3522.94978122,5182.38584099,975.0,1478.68221639,1205.3589191,2663.17811251,22.76220609,6.25076387,0.0,0.57744935,0.84945299,0.26002731,2.4884563,0.0,0.39551392,0.19757129,11.74297106,0.0003,0.0003,0.0,0.429,8.12236328,7.9375,3.25,2.0,7.5,0.85714286,157.0,33.0,8.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '1'}]"
Barley,FTM Region 12 - Barley - No till,False,crop_rotation_practice__continuous_single_crop,112.0,0.00892857,5249971.64716565,46874.74684969,34173.44378431,2713.90105577,5413.74235174,2088.0,1526.29235491,959.36730296,1971.10120422,17.59911789,3.23354963,0.0,0.44483756,0.887375,0.39589886,2.69424336,0.0,0.37538287,0.15725062,9.41058,0.0004,0.0004,0.0,0.538,8.29882812,8.0,3.25,2.0,10,0.73968254,72.0,11.0,10.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '3'}]"
Barley,FTM Region 12 - Barley - Reduced Tillage - Cover Crop,True,crop_rotation_practice__continuous_single_crop,112.0,0.00892857,5502997.6448681,49133.90754347,34173.44378431,4973.06174954,5413.74235174,2088.0,1526.29235491,959.36730296,2012.5748857,17.96941862,3.23354963,0.0,0.81513829,0.887375,0.39589886,2.69424336,0.0,0.37538287,0.15725062,9.41058,1.85588648,0.0006,1.85528648,-0.001,7.50791016,7.6875,3.25,2.0,5,0.79153439,72.0,11.0,10.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '3'}]"
Barley,FTM Region 12 - Barley - Reduced Tillage,False,crop_rotation_practice__continuous_single_crop,112.0,0.00892857,5486859.64969573,48989.81830085,34173.44378431,4828.97250693,5413.74235174,2088.0,1526.29235491,959.36730296,2009.92969478,17.94580085,3.23354963,0.0,0.79152051,0.887375,0.39589886,2.69424336,0.0,0.37538287,0.15725062,9.41058,2.20983551,0.0008,2.20903551,-0.05,7.50791016,7.6875,3.25,2.0,5,0.7026455,72.0,11.0,10.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '3'}]"
Barley,FTM Region 12 - Barley - Conventional Tillage - Cover Crop,True,crop_rotation_practice__continuous_single_crop,112.0,0.00892857,5790816.56794214,51703.71935663,34173.44378431,7542.8735627,5413.74235174,2088.0,1526.29235491,959.36730296,2059.75150173,18.39063841,3.23354963,0.0,1.23635808,0.887375,0.39589886,2.69424336,0.0,0.37538287,0.15725062,9.41058,10.57163824,0.0011,10.57053824,-0.996,6.90292969,7.625,3.25,2.0,2,0.75449735,72.0,11.0,10.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '3'}]"
Barley,FTM Region 12 - Barley - Conventional Tillage,False,crop_rotation_practice__continuous_single_crop,112.0,0.00892857,5774678.57276978,51559.63011402,34173.44378431,7398.78432009,5413.74235174,2088.0,1526.29235491,959.36730296,2057.10631081,18.36702063,3.23354963,0.0,1.2127403,0.887375,0.39589886,2.69424336,0.0,0.37538287,0.15725062,9.41058,11.50570369,0.0015,11.50420369,-1.0,6.90292969,7.625,3.25,2.0,2,0.66560847,72.0,11.0,10.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '3'}]"
Barley,FTM Region 12 - Barley - No till - Cover Crop,True,crop_rotation_practice__continuous_single_crop,112.0,0.00892857,5310970.30781715,47419.37774837,34173.44378431,3258.53195445,5413.74235174,2088.0,1526.29235491,959.36730296,1981.09954054,17.68838875,3.23354963,0.0,0.53410842,0.887375,0.39589886,2.69424336,0.0,0.37538287,0.15725062,9.41058,0.0005,0.0005,0.0,0.522,8.28613281,7.875,3.25,2.0,10,0.82857143,72.0,11.0,10.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '3'}]"
Corn silage,FTM Region 12 - Corn silage - Conventional Tillage,False,crop_rotation_practice__continuous_single_crop,25.0,0.04,7918796.58723945,316751.86348958,225184.72092465,28207.43890127,24253.56573581,0.0,155.82542784,38950.3125,4643.18263885,185.72730555,25.76676356,0.0,4.62350251,3.97544,0.0,95.0,0.0,0.05227912,6.384375,49.92494536,5.82916877,0.0077,5.82146877,-0.61,6.61289063,7.0,3.25,2.0,2,0.66560847,127.0,11.0,1.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '3'}]"
Corn silage,FTM Region 12 - Corn silage - Reduced Tillage,False,crop_rotation_practice__continuous_single_crop,25.0,0.04,7769261.03564234,310770.44142569,225184.72092465,22226.01683738,24253.56573581,0.0,155.82542784,38950.3125,4618.67215419,184.74688617,25.76676356,0.0,3.64308313,3.97544,0.0,95.0,0.0,0.05227912,6.384375,49.92494536,10.00319052,0.009,9.99419052,-0.711,7.35429688,7.0,3.25,2.0,5,0.7026455,127.0,11.0,1.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '3'}]"
Corn silage,FTM Region 12 - Corn silage - No till,False,crop_rotation_practice__continuous_single_crop,25.0,0.04,7583600.06365939,303344.00254638,225184.72092465,14799.57795807,24253.56573581,0.0,155.82542784,38950.3125,4588.24032471,183.52961299,25.76676356,0.0,2.42580995,3.97544,0.0,95.0,0.0,0.05227912,6.384375,49.92494536,31.9360986,0.0059,31.9301986,-1.0,8.19091797,6.9375,3.25,2.0,10,0.73968254,127.0,11.0,1.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '3'}]"
Potatoes,FTM Region 12 - Potatoes - Conventional Tillage,False,crop_rotation_practice__continuous_single_crop,350.0,0.00285714,13495062.16994272,38557.32048555,26390.90591195,3082.92814721,1732.39755256,0.0,5413.16692186,1937.92195197,6196.5710563,17.70448873,3.47912082,0.0,0.50532507,0.28396,0.0,8.0,0.0,1.06744899,0.31764624,4.05098761,2.26923581,0.0089,2.26033581,-0.792,6.58388672,6.9375,3.25,2.0,2,0.66560847,200.0,120.0,100.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '3'}]"
Potatoes,FTM Region 12 - Potatoes - Reduced Tillage,False,crop_rotation_practice__continuous_single_crop,350.0,0.00285714,13149797.90625513,37570.85116073,26390.90591195,2096.45882239,1732.39755256,0.0,5413.16692186,1937.92195197,6139.97853131,17.5427958,3.47912082,0.0,0.34363214,0.28396,0.0,8.0,0.0,1.06744899,0.31764624,4.05098761,1.96198708,0.0041,1.95788708,-0.376,6.58388672,6.9375,3.25,2.0,2,0.7026455,200.0,120.0,100.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '3'}]"
Potatoes,FTM Region 12 - Potatoes - No till,False,crop_rotation_practice__continuous_single_crop,350.0,0.00285714,12912909.90372505,36894.02829636,26390.90591195,1419.63595802,1732.39755256,0.0,5413.16692186,1937.92195197,6101.15004075,17.43185726,3.47912082,0.0,0.2326936,0.28396,0.0,8.0,0.0,1.06744899,0.31764624,4.05098761,2.81653379,0.0084,2.80813379,-0.162,7.89892578,6.9375,3.25,2.0,7.5,0.73968254,200.0,120.0,100.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '3'}]"
Wheat spring,FTM Region 12 - Wheat spring - Conventional Tillage,False,crop_rotation_practice__continuous_single_crop,117.0,0.00854701,8028624.19368995,68620.71960419,53891.25910328,5888.03352443,5182.38584099,975.0,1478.68221639,1205.3589191,2708.53464304,23.14986874,6.25076387,0.0,0.965112,0.84945299,0.26002731,2.4884563,0.0,0.39551392,0.19757129,11.74297106,12.00333182,0.0004,12.00293182,-1.0,6.78691406,7.375,3.25,2.0,2,0.66560847,157.0,33.0,8.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '3'}]"
Wheat spring,FTM Region 12 - Wheat spring - Reduced Tillage,False,crop_rotation_practice__continuous_single_crop,117.0,0.00854701,7735771.40056214,66117.70427831,53891.25910328,3385.01819855,5182.38584099,975.0,1478.68221639,1205.3589191,2660.53292159,22.73959762,6.25076387,0.0,0.55484088,0.84945299,0.26002731,2.4884563,0.0,0.39551392,0.19757129,11.74297106,0.03777152,0.0003,0.03747152,0.37,8.10839844,7.875,3.25,2.0,7.5,0.7026455,157.0,33.0,8.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '3'}]"
Wheat spring,FTM Region 12 - Wheat spring - No till,False,crop_rotation_practice__continuous_single_crop,117.0,0.00854701,7675957.1799233,65606.47162328,53891.25910328,2873.78554351,5182.38584099,975.0,1478.68221639,1205.3589191,2650.72872773,22.65580109,6.25076387,0.0,0.47104435,0.84945299,0.26002731,2.4884563,0.0,0.39551392,0.19757129,11.74297106,0.0005,0.0005,0.0,0.529,8.29882812,8.0,3.25,2.0,10,0.73968254,157.0,33.0,8.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '3'}]"
Corn silage,FTM Region 12 - Corn silage - Conventional Tillage - Cover Crop,True,crop_rotation_practice__continuous_single_crop,25.0,0.04,7934934.58241182,317397.38329647,225184.72092465,28852.95870816,24253.56573581,0.0,155.82542784,38950.3125,4645.82782977,185.83311319,25.76676356,0.0,4.72931015,3.97544,0.0,95.0,0.0,0.05227912,6.384375,49.92494536,2.76872483,0.0052,2.76352483,-0.299,6.58388672,6.9375,3.25,2.0,2,0.75449735,127.0,11.0,1.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '3'}]"
Corn silage,FTM Region 12 - Corn silage - No till - Cover Crop,True,crop_rotation_practice__continuous_single_crop,25.0,0.04,7628460.72913853,305138.42916554,225184.72092465,16594.00457723,24253.56573581,0.0,155.82542784,38950.3125,4595.59347011,183.8237388,25.76676356,0.0,2.71993576,3.97544,0.0,95.0,0.0,0.05227912,6.384375,49.92494536,0.17680621,0.0064,0.17040621,0.446,7.89892578,6.9375,3.25,2.0,7.5,0.82857143,127.0,11.0,1.0,"[{'path': 'cropyear.biodiversity.rotation_practice', 'value': '3'}]"
